"","HHSIZE","URBAN","[0-4]","(4,17]","(17,49]","(49,64]","(64,100]"
"40338156",2,4,0,0,0,2,0
"40338157",5,1,2,1,2,0,0
"40338163",3,1,1,0,2,0,0
"40338183",2,1,0,0,0,2,0
"40338185",2,4,0,0,0,2,0
"40338208",1,1,0,0,0,0,1
"40338213",2,4,0,0,0,2,0
"40338231",4,1,0,1,3,0,0
"40338239",1,1,0,0,1,0,0
"40338246",5,4,1,1,2,1,0
"40338253",2,4,0,0,0,2,0
"40338256",1,1,0,0,0,0,1
"40338279",2,1,0,0,0,1,1
"40338303",1,1,0,0,0,1,0
"40338306",2,1,0,0,0,1,1
"40338316",2,4,0,0,0,1,1
"40338324",1,1,0,0,1,0,0
"40338343",1,1,0,0,0,1,0
"40338347",1,4,0,0,0,0,1
"40338359",1,1,0,0,0,1,0
"40338360",2,4,0,0,0,0,2
"40338366",3,1,1,1,1,0,0
"40338370",2,1,0,0,2,0,0
"40338376",1,4,0,0,1,0,0
"40338448",5,2,0,0,3,2,0
"40338455",4,1,2,0,2,0,0
"40338513",2,1,0,0,0,2,0
"40338524",2,1,0,0,1,1,0
"40338533",3,1,1,0,2,0,0
"40338536",4,1,1,1,2,0,0
"40338544",2,2,0,0,0,1,1
"40338576",2,2,0,0,0,2,0
"40338602",2,1,0,0,2,0,0
"40338603",2,1,0,0,2,0,0
"40338605",2,1,0,0,0,0,2
"40338610",1,1,0,0,0,1,0
"40338611",2,2,0,0,0,0,2
"40338628",3,2,0,1,2,0,0
"40338645",2,1,0,0,0,0,2
"40338654",2,1,0,0,0,0,2
"40338660",3,1,0,1,2,0,0
"40338676",3,4,0,1,2,0,0
"40338681",4,4,0,1,2,0,1
"40338682",2,1,0,0,0,2,0
"40338699",3,1,0,0,1,2,0
"40338704",4,1,0,0,2,0,2
"40338725",1,1,0,0,0,0,1
"40338735",2,1,0,0,0,1,1
"40338748",1,1,0,0,1,0,0
"40338761",4,4,0,0,2,2,0
"40338768",2,4,0,0,1,1,0
"40338789",1,2,0,0,1,0,0
"40338792",4,1,1,1,2,0,0
"40338830",1,1,0,0,1,0,0
"40338839",2,2,0,0,0,0,2
"40338865",3,1,0,1,1,1,0
"40338873",2,1,0,0,0,0,2
"40338889",2,1,0,0,0,0,2
"40338909",2,2,0,0,0,2,0
"40338924",2,1,0,0,0,2,0
"40338925",5,1,1,2,2,0,0
"40338957",6,1,0,3,3,0,0
"40338963",2,1,0,0,0,2,0
"40338987",3,1,0,1,0,2,0
"40338995",4,4,0,2,2,0,0
"40339001",1,1,0,0,0,0,1
"40339006",1,2,0,0,0,0,1
"40339009",4,4,0,0,1,1,2
"40339010",2,1,0,0,0,0,2
"40339011",1,1,0,0,0,0,1
"40339023",1,2,0,0,0,0,1
"40339026",3,1,0,1,1,1,0
"40339039",1,4,0,0,1,0,0
"40339046",1,1,0,0,0,1,0
"40339068",1,1,0,0,0,0,1
"40339074",3,1,0,0,1,0,2
"40339088",2,1,0,0,0,0,2
"40339094",4,4,0,2,2,0,0
"40339100",1,1,0,0,0,1,0
"40339105",4,4,0,2,2,0,0
"40339137",2,1,0,0,1,1,0
"40339143",2,1,0,0,0,0,2
"40339145",4,4,0,1,3,0,0
"40339151",2,4,0,0,0,0,2
"40339162",2,1,0,0,0,0,2
"40339174",2,1,0,0,0,1,1
"40339176",2,1,0,0,2,0,0
"40339178",1,2,0,0,0,0,1
"40339204",3,1,0,1,2,0,0
"40339205",2,4,0,0,0,2,0
"40339236",2,1,0,0,0,1,1
"40339242",7,1,0,6,1,0,0
"40339244",6,4,2,2,2,0,0
"40339245",2,2,0,0,1,1,0
"40339267",5,1,2,0,3,0,0
"40339314",1,4,0,0,0,1,0
"40339321",2,1,0,0,0,0,2
"40339323",3,1,1,1,1,0,0
"40339330",2,2,0,0,0,0,2
"40339334",1,1,0,0,0,0,1
"40339353",1,2,0,0,0,0,1
"40339403",1,1,0,0,0,1,0
"40339436",4,4,0,1,2,1,0
"40339440",2,4,0,0,0,1,1
"40339462",1,4,0,0,1,0,0
"40339476",4,1,0,2,2,0,0
"40339482",3,1,1,0,2,0,0
"40339488",6,4,1,3,2,0,0
"40339549",2,4,0,0,0,0,2
"40339550",2,1,0,0,2,0,0
"40339557",1,4,0,0,0,1,0
"40339607",2,4,0,0,0,2,0
"40339641",2,1,0,0,0,0,2
"40339643",2,2,0,0,0,0,2
"40339659",3,4,0,0,1,0,2
"40339680",2,4,0,0,1,1,0
"40339697",1,4,0,0,0,1,0
"40339718",2,2,0,0,0,2,0
"40339778",1,4,0,0,0,0,1
"40339827",2,1,0,0,0,0,2
"40339848",4,1,1,1,2,0,0
"40339857",5,1,0,2,3,0,0
"40339878",1,1,0,0,0,1,0
"40339907",3,2,0,0,2,1,0
"40339928",1,1,0,0,0,0,1
"40339937",1,2,0,0,0,0,1
"40339941",2,1,0,0,0,2,0
"40339945",1,4,0,0,0,0,1
"40339965",2,4,0,0,0,2,0
"40339986",1,1,0,0,0,0,1
"40340009",2,1,0,0,0,2,0
"40340017",1,1,0,0,0,0,1
"40340024",1,1,0,0,1,0,0
"40340046",3,1,0,1,2,0,0
"40340050",2,2,0,0,0,1,1
"40340060",2,4,0,0,0,2,0
"40340067",2,1,0,0,2,0,0
"40340082",2,1,0,0,0,0,2
"40340100",2,4,0,0,0,2,0
"40340123",2,1,0,0,0,0,2
"40340141",3,1,1,0,2,0,0
"40340155",2,1,0,0,2,0,0
"40340160",4,1,0,2,1,1,0
"40340163",3,1,0,0,3,0,0
"40340168",2,1,0,0,0,0,2
"40340176",1,1,0,0,0,0,1
"40340188",4,1,0,2,2,0,0
"40340204",1,1,0,0,0,1,0
"40340211",3,4,0,0,2,1,0
"40340218",1,4,0,0,0,0,1
"40340225",2,4,0,0,0,2,0
"40340229",2,1,0,0,0,0,2
"40340230",4,1,0,2,2,0,0
"40340244",2,1,0,0,0,0,2
"40340257",1,1,0,0,0,1,0
"40340273",1,1,0,0,1,0,0
"40340301",2,1,0,0,0,0,2
"40340308",4,4,0,2,1,1,0
"40340310",3,1,1,0,2,0,0
"40340344",2,1,0,0,0,1,1
"40340350",3,1,1,0,2,0,0
"40340358",4,1,2,0,2,0,0
"40340368",1,2,0,0,0,1,0
"40340392",1,2,0,0,0,0,1
"40340395",2,2,0,0,0,0,2
"40340398",1,4,0,0,0,1,0
"40340407",2,1,0,0,0,0,2
"40340432",2,4,0,0,0,2,0
"40340450",2,1,0,0,0,0,2
"40340466",2,4,0,0,0,2,0
"40340469",2,1,0,0,0,0,2
"40340479",2,1,0,0,2,0,0
"40340505",1,1,0,0,0,1,0
"40340513",2,1,0,0,2,0,0
"40340520",1,1,0,0,0,0,1
"40340521",3,1,0,1,2,0,0
"40340522",1,1,0,0,0,0,1
"40340528",1,1,0,0,0,0,1
"40340529",1,4,0,0,0,0,1
"40340530",2,4,0,0,0,2,0
"40340573",2,1,0,0,0,1,1
"40340585",2,4,0,0,0,2,0
"40340599",4,1,0,2,1,1,0
"40340627",3,1,0,0,3,0,0
"40340660",5,1,1,1,2,0,1
"40340663",1,1,0,0,0,0,1
"40340667",2,4,0,0,1,0,1
"40340676",3,1,1,1,1,0,0
"40340707",1,1,0,0,0,0,1
"40340709",1,1,0,0,1,0,0
"40340718",1,1,0,0,1,0,0
"40340740",1,1,0,0,0,0,1
"40340744",2,1,0,0,0,2,0
"40340763",6,1,0,3,3,0,0
"40340772",6,1,0,2,4,0,0
"40340799",1,1,0,0,0,0,1
"40340803",2,1,0,0,0,2,0
"40340804",1,1,0,0,0,0,1
"40340813",2,4,0,0,2,0,0
"40340834",2,1,0,0,0,2,0
"40340835",2,1,0,0,1,1,0
"40340837",1,4,0,0,0,0,1
"40340843",3,1,0,1,0,2,0
"40340875",2,4,0,0,0,0,2
"40340879",1,1,0,0,1,0,0
"40340892",1,1,0,0,0,1,0
"40340895",2,1,0,0,2,0,0
"40340952",1,1,0,0,0,0,1
"40340959",3,1,0,0,2,1,0
"40340964",3,1,0,1,2,0,0
"40341004",1,1,0,0,0,0,1
"40341005",4,2,0,2,2,0,0
"40341012",3,1,0,0,3,0,0
"40341042",2,2,0,0,0,0,2
"40341066",1,1,0,0,0,1,0
"40341070",2,1,0,0,0,2,0
"40341082",5,2,3,0,2,0,0
"40341122",2,1,0,0,0,2,0
"40341130",2,1,0,0,0,0,2
"40341149",1,1,0,0,0,0,1
"40341156",2,4,0,0,0,1,1
"40341163",1,1,0,0,0,0,1
"40341181",1,1,0,0,0,1,0
"40341187",4,4,0,2,2,0,0
"40341200",1,1,0,0,0,0,1
"40341222",3,1,0,0,1,2,0
"40341229",2,4,0,0,0,0,2
"40341235",3,4,0,1,1,0,1
"40341238",4,1,0,2,2,0,0
"40341273",2,1,0,0,0,0,2
"40341276",2,1,0,0,0,2,0
"40341279",2,4,0,0,0,1,1
"40341293",2,1,0,0,1,1,0
"40341366",5,1,0,3,1,1,0
"40341377",1,1,0,0,1,0,0
"40341383",3,1,0,1,2,0,0
"40341403",1,1,0,0,0,0,1
"40341420",3,1,0,1,2,0,0
"40341437",2,2,0,1,1,0,0
"40341442",1,4,0,0,0,1,0
"40341461",3,1,1,0,2,0,0
"40341470",2,1,0,0,0,2,0
"40341495",1,1,0,0,0,1,0
"40341512",1,1,0,0,0,0,1
"40341520",6,1,1,1,4,0,0
"40341523",2,1,0,0,0,2,0
"40341539",2,1,0,0,0,0,2
"40341545",1,1,0,0,0,1,0
"40341546",1,1,0,0,0,1,0
"40341561",2,1,0,0,0,0,2
"40341568",2,1,0,0,0,1,1
"40341583",1,1,0,0,0,0,1
"40341586",1,1,0,0,0,0,1
"40341604",1,1,0,0,0,0,1
"40341637",2,1,0,0,2,0,0
"40341643",1,1,0,0,0,0,1
"40341644",2,1,0,0,0,1,1
"40341682",1,1,0,0,0,0,1
"40341685",4,1,0,1,3,0,0
"40341686",2,1,0,0,2,0,0
"40341687",1,1,0,0,0,1,0
"40341688",4,1,0,2,1,1,0
"40341713",2,1,0,0,2,0,0
"40341714",2,4,0,0,0,2,0
"40341715",2,1,0,0,0,0,2
"40341735",2,1,0,0,0,0,2
"40341752",2,1,0,0,0,0,2
"40341763",2,1,0,0,0,0,2
"40341791",3,2,0,2,0,1,0
"40341797",2,4,0,0,0,0,2
"40341807",5,1,1,1,2,1,0
"40341853",3,1,0,1,2,0,0
"40341873",5,1,1,3,1,0,0
"40341876",4,1,0,1,1,2,0
"40341890",1,4,0,0,0,1,0
"40341894",4,1,0,0,1,2,1
"40341924",1,1,0,0,0,0,1
"40341931",3,1,0,0,1,2,0
"40341933",2,1,0,0,2,0,0
"40341937",6,4,1,3,2,0,0
"40341938",1,1,0,0,0,0,1
"40341940",2,1,0,0,0,2,0
"40341944",1,1,0,0,0,0,1
"40341966",3,1,0,2,1,0,0
"40341970",1,2,0,0,0,0,1
"40341972",5,1,0,2,3,0,0
"40341982",1,4,0,0,0,1,0
"40341991",2,4,0,0,0,0,2
"40341997",2,1,0,0,2,0,0
"40342004",2,4,0,0,0,2,0
"40342005",2,1,0,0,0,2,0
"40342007",2,1,0,0,0,2,0
"40342023",2,1,0,0,0,1,1
"40342073",1,1,0,0,0,0,1
"40342132",2,4,0,0,0,1,1
"40342136",1,1,0,0,0,0,1
"40342143",2,1,0,0,0,2,0
"40342156",1,1,0,0,0,0,1
"40342161",1,4,0,0,1,0,0
"40342167",3,1,0,1,2,0,0
"40342171",1,1,0,0,0,0,1
"40342183",2,1,0,0,0,0,2
"40342186",4,1,0,0,2,2,0
"40342206",1,2,0,0,1,0,0
"40342222",3,4,0,0,1,0,2
"40342250",1,1,0,0,0,0,1
"40342269",2,1,0,0,0,1,1
"40342319",2,1,0,0,1,1,0
"40342324",4,1,0,2,1,1,0
"40342326",2,1,0,0,1,1,0
"40342329",2,1,0,0,2,0,0
"40342333",1,1,0,0,0,1,0
"40342349",1,1,0,0,0,0,1
"40342362",1,1,0,0,0,1,0
"40342386",3,1,1,0,2,0,0
"40342387",1,2,0,0,0,0,1
"40342390",5,4,0,3,2,0,0
"40342399",1,1,0,0,0,0,1
"40342400",2,2,0,0,0,0,2
"40342404",2,4,0,0,0,0,2
"40342405",2,1,0,0,0,2,0
"40342453",3,2,0,0,2,1,0
"40342464",1,1,0,0,0,0,1
"40342469",1,1,0,0,0,1,0
"40342477",2,4,0,0,0,2,0
"40342478",3,2,0,0,1,2,0
"40342481",2,4,0,0,0,1,1
"40342487",2,1,0,0,0,2,0
"40342496",2,1,0,0,2,0,0
"40342504",2,1,0,0,2,0,0
"40342511",1,1,0,0,0,1,0
"40342552",2,4,0,0,0,0,2
"40342553",1,2,0,0,0,1,0
"40342571",2,1,0,1,0,1,0
"40342577",2,1,0,0,0,0,2
"40342578",1,1,0,0,1,0,0
"40342590",3,1,2,0,1,0,0
"40342592",2,1,0,0,0,2,0
"40342600",1,1,0,0,1,0,0
"40342605",2,1,0,0,1,0,1
"40342619",1,1,0,0,1,0,0
"40342626",1,1,0,0,0,0,1
"40342632",1,2,0,0,0,1,0
"40342639",2,1,0,0,0,0,2
"40342650",2,1,0,0,0,1,1
"40342654",2,2,0,0,2,0,0
"40342655",2,1,1,0,1,0,0
"40342672",1,4,0,0,0,1,0
"40342678",2,4,0,0,1,1,0
"40342679",3,1,0,0,3,0,0
"40342681",4,1,0,1,2,1,0
"40342687",2,1,0,0,0,0,2
"40342695",3,1,0,0,2,1,0
"40342714",1,1,0,0,1,0,0
"40342719",5,4,0,3,2,0,0
"40342724",2,1,0,0,1,1,0
"40342739",1,2,0,0,0,0,1
"40342742",1,4,0,0,1,0,0
"40342766",4,1,0,0,1,2,1
"40342790",1,2,0,0,1,0,0
"40342798",3,1,0,0,1,0,2
"40342801",2,1,0,0,0,0,2
"40342802",4,2,0,2,2,0,0
"40342803",2,4,0,0,0,2,0
"40342825",5,1,0,3,2,0,0
"40342832",2,1,0,1,1,0,0
"40342837",1,2,0,0,0,1,0
"40342847",2,4,0,0,0,2,0
"40342861",1,1,0,0,0,1,0
"40342864",2,4,0,0,0,2,0
"40342935",1,1,0,0,0,1,0
"40342937",2,4,0,0,0,0,2
"40342938",2,1,0,0,0,0,2
"40342941",2,1,0,0,1,1,0
"40342953",1,2,0,0,0,0,1
"40342958",1,2,0,0,0,1,0
"40342963",1,2,0,0,1,0,0
"40342964",3,2,0,0,1,2,0
"40342993",4,1,0,0,2,2,0
"40343013",1,1,0,0,0,1,0
"40343014",5,1,0,0,3,0,2
"40343016",2,1,0,0,0,1,1
"40343019",2,1,0,0,0,0,2
"40343023",4,1,0,0,2,2,0
"40343030",2,4,0,0,0,1,1
"40343051",1,1,0,0,1,0,0
"40343054",1,1,0,0,0,1,0
"40343059",3,2,0,1,0,2,0
"40343060",1,1,0,0,0,1,0
"40343073",2,1,0,0,0,2,0
"40343075",1,1,0,0,1,0,0
"40343082",1,4,0,0,0,1,0
"40343097",1,4,0,0,0,0,1
"40343101",6,1,0,0,4,2,0
"40343105",1,1,0,0,0,0,1
"40343113",2,1,0,0,0,1,1
"40343115",1,1,0,0,0,0,1
"40343119",2,1,0,0,0,0,2
"40343126",1,1,0,0,0,0,1
"40343138",1,4,0,0,1,0,0
"40343179",2,1,0,0,2,0,0
"40343182",4,1,0,1,1,1,1
"40343208",1,4,0,0,0,1,0
"40343229",3,1,0,0,1,2,0
"40343231",1,1,0,0,0,1,0
"40343235",3,1,0,0,1,0,2
"40343263",2,2,0,0,0,0,2
"40343265",3,1,0,2,0,1,0
"40343277",4,1,0,2,2,0,0
"40343288",1,1,0,0,1,0,0
"40343290",2,1,0,0,2,0,0
"40343292",6,1,1,1,2,2,0
"40343319",1,1,0,0,0,0,1
"40343349",3,1,0,0,1,2,0
"40343366",1,1,0,0,0,0,1
"40343368",4,1,2,0,2,0,0
"40343390",1,1,0,0,0,1,0
"40343393",2,1,0,0,0,0,2
"40343400",3,1,0,0,0,1,2
"40343405",1,4,0,0,0,1,0
"40343425",2,2,0,0,2,0,0
"40343429",1,1,0,0,0,1,0
"40343466",4,4,0,2,2,0,0
"40343473",2,4,0,0,0,2,0
"40343485",1,2,0,0,0,0,1
"40343490",1,1,0,0,0,1,0
"40343497",2,1,0,0,0,1,1
"40343519",1,2,0,0,0,1,0
"40343542",3,1,1,0,2,0,0
"40343544",3,1,0,1,1,1,0
"40343552",4,1,0,1,1,2,0
"40343562",2,4,0,0,0,0,2
"40343568",4,1,0,1,3,0,0
"40343576",1,1,0,0,0,0,1
"40343578",2,1,0,0,1,1,0
"40343582",2,1,0,0,0,2,0
"40343587",4,1,0,1,2,1,0
"40343589",1,1,0,0,0,0,1
"40343610",1,4,0,0,1,0,0
"40343619",2,1,0,0,2,0,0
"40343622",2,1,0,0,0,0,2
"40343623",1,1,0,0,1,0,0
"40343628",2,1,0,0,0,0,2
"40343642",2,1,0,0,2,0,0
"40343654",1,1,0,0,0,0,1
"40343669",2,1,0,0,0,2,0
"40343680",4,1,1,1,2,0,0
"40343682",1,2,0,0,1,0,0
"40343693",4,1,0,2,1,1,0
"40343695",1,1,0,0,1,0,0
"40343698",2,4,0,0,1,1,0
"40343707",2,2,0,0,0,1,1
"40343716",1,1,0,0,0,0,1
"40343717",2,4,0,0,0,1,1
"40343727",2,1,0,0,0,0,2
"40343750",2,4,0,0,0,2,0
"40343768",2,1,0,0,2,0,0
"40343769",2,4,0,0,0,0,2
"40343770",1,1,0,0,0,1,0
"40343775",2,4,0,0,0,0,2
"40343778",2,1,0,0,0,1,1
"40343779",2,4,0,0,0,0,2
"40343833",3,1,0,1,2,0,0
"40343842",2,1,0,0,1,1,0
"40343845",2,1,0,0,0,0,2
"40343855",1,1,0,0,0,1,0
"40343881",1,2,0,0,0,1,0
"40343887",1,1,0,0,0,1,0
"40343891",2,1,0,0,0,2,0
"40343958",2,2,0,0,0,0,2
"40343965",4,1,0,2,2,0,0
"40343971",6,1,2,2,2,0,0
"40343991",2,4,0,0,1,1,0
"40344028",4,1,2,0,2,0,0
"40344058",1,4,0,0,0,0,1
"40344069",2,1,0,0,0,0,2
"40344071",1,1,0,0,0,0,1
"40344073",2,1,0,0,1,1,0
"40344088",4,4,1,1,2,0,0
"40344089",1,2,0,0,0,0,1
"40344094",1,1,0,0,0,0,1
"40344132",2,1,0,0,0,0,2
"40344171",6,1,0,4,0,2,0
"40344182",3,4,0,1,2,0,0
"40344183",1,1,0,0,0,0,1
"40344187",1,1,0,0,0,0,1
"40344198",2,4,0,0,0,2,0
"40344200",3,4,0,1,0,2,0
"40344209",1,1,0,0,0,1,0
"40344213",2,1,0,0,2,0,0
"40344224",2,4,0,0,0,0,2
"40344227",2,1,0,0,2,0,0
"40344242",2,1,0,0,0,0,2
"40344251",2,1,0,0,0,0,2
"40344253",4,1,0,0,2,2,0
"40344291",1,1,0,0,0,0,1
"40344314",2,2,0,0,0,1,1
"40344334",2,1,0,0,0,1,1
"40344340",1,1,0,0,1,0,0
"40344350",2,1,0,0,2,0,0
"40344369",2,4,0,0,1,0,1
"40344378",2,1,0,0,0,0,2
"40344382",1,1,0,0,0,0,1
"40344429",1,1,0,0,0,0,1
"40344431",1,1,0,0,0,0,1
"40344441",2,1,0,0,2,0,0
"40344471",3,1,0,0,1,1,1
"40344474",1,1,0,0,0,0,1
"40344508",1,1,0,0,0,0,1
"40344548",2,4,0,0,0,1,1
"40344549",1,2,0,0,0,1,0
"40344554",1,1,0,0,0,0,1
"40344564",2,1,0,0,0,1,1
"40344583",1,2,0,0,0,0,1
"40344595",2,1,0,0,0,2,0
"40344609",3,1,0,1,0,2,0
"40344620",1,1,0,0,1,0,0
"40344625",1,1,0,0,1,0,0
"40344631",3,1,0,0,3,0,0
"40344636",1,1,0,0,1,0,0
"40344651",2,1,0,0,2,0,0
"40344654",2,1,0,0,0,2,0
"40344665",1,1,0,0,0,0,1
"40344670",3,4,1,0,2,0,0
"40344676",1,1,0,0,1,0,0
"40344679",3,1,0,0,1,2,0
"40344692",1,1,0,0,0,1,0
"40344697",3,1,0,0,1,2,0
"40344700",4,1,0,1,3,0,0
"40344728",1,4,0,0,0,1,0
"40344731",1,1,0,0,0,0,1
"40344738",1,4,0,0,0,1,0
"40344764",3,1,0,0,1,1,1
"40344772",1,1,0,0,1,0,0
"40344774",1,1,0,0,0,1,0
"40344805",2,1,0,0,2,0,0
"40344809",2,1,0,0,1,1,0
"40344832",2,1,0,0,0,0,2
"40344846",2,1,0,0,2,0,0
"40344857",2,1,0,0,2,0,0
"40344866",1,1,0,0,0,0,1
"40344889",4,4,0,2,1,1,0
"40344904",2,2,0,0,0,2,0
"40344910",1,1,0,0,0,1,0
"40344925",1,1,0,0,1,0,0
"40344946",2,1,0,0,1,1,0
"40344962",1,2,0,0,0,0,1
"40344967",2,4,0,0,0,0,2
"40344972",1,4,0,0,0,0,1
"40344974",3,2,1,0,2,0,0
"40344980",2,1,0,0,0,1,1
"40344991",5,1,0,1,2,2,0
"40344992",2,1,0,0,0,1,1
"40345014",4,1,0,2,2,0,0
"40345017",2,1,0,0,0,2,0
"40345025",5,4,0,3,2,0,0
"40345043",1,1,0,0,0,1,0
"40345062",1,4,0,0,0,0,1
"40345077",2,1,0,0,2,0,0
"40345078",1,1,0,0,0,0,1
"40345079",1,2,0,0,0,0,1
"40345083",1,4,0,0,0,1,0
"40345086",2,1,0,0,0,0,2
"40345131",2,1,0,0,0,2,0
"40345142",2,1,0,0,2,0,0
"40345159",1,2,0,0,0,0,1
"40345184",1,1,0,0,0,1,0
"40345196",4,4,0,2,2,0,0
"40345197",2,1,0,0,0,1,1
"40345204",2,1,0,0,0,0,2
"40345223",2,1,0,0,0,2,0
"40345224",4,4,0,1,3,0,0
"40345251",2,1,0,0,2,0,0
"40345272",4,1,1,1,2,0,0
"40345301",1,1,0,0,0,1,0
"40345321",1,1,0,0,1,0,0
"40345331",2,1,0,0,0,0,2
"40345346",2,1,0,0,1,1,0
"40345357",2,1,0,0,1,1,0
"40345385",2,1,0,0,0,0,2
"40345393",2,4,0,0,0,0,2
"40345396",1,1,0,0,0,0,1
"40345402",1,2,0,0,0,0,1
"40345411",2,4,0,0,0,0,2
"40345417",2,1,0,0,0,2,0
"40345455",2,2,0,0,0,2,0
"40345459",2,1,0,0,0,0,2
"40345502",3,4,1,0,2,0,0
"40345507",5,1,0,3,2,0,0
"40345551",1,1,0,0,0,0,1
"40345558",3,1,0,1,0,2,0
"40345567",2,1,0,0,0,2,0
"40345571",2,1,0,0,0,0,2
"40345582",1,1,0,0,1,0,0
"40345589",2,1,0,0,0,1,1
"40345596",2,1,0,0,1,1,0
"40345628",1,1,0,0,0,1,0
"40345634",2,1,0,0,0,0,2
"40345640",2,1,0,0,1,1,0
"40345654",4,2,0,1,1,2,0
"40345658",4,1,0,2,2,0,0
"40345662",2,1,0,0,0,2,0
"40345675",2,4,0,0,0,1,1
"40345681",1,1,0,0,0,0,1
"40345683",2,1,0,0,0,0,2
"40345687",2,1,0,0,0,2,0
"40345695",5,1,0,2,1,2,0
"40345709",1,1,0,0,0,1,0
"40345711",1,2,0,0,0,0,1
"40345739",2,1,0,0,2,0,0
"40345740",2,1,0,0,0,0,2
"40345744",2,4,0,0,0,2,0
"40345762",1,1,0,0,1,0,0
"40345763",2,1,0,0,0,0,2
"40345764",4,1,0,0,2,2,0
"40345765",2,4,1,0,1,0,0
"40345800",1,1,0,0,0,0,1
"40345814",2,1,0,0,0,1,1
"40345822",1,4,0,0,0,1,0
"40345873",2,1,0,0,2,0,0
"40345883",2,1,0,0,2,0,0
"40345898",1,4,0,0,0,0,1
"40345908",2,1,1,0,1,0,0
"40345919",4,1,0,0,4,0,0
"40345980",3,1,1,0,2,0,0
"40345986",1,1,0,0,1,0,0
"40346007",1,2,0,0,0,1,0
"40346009",3,1,0,1,0,2,0
"40346012",4,4,2,0,2,0,0
"40346016",2,1,0,0,0,0,2
"40346049",1,1,0,0,0,0,1
"40346050",2,1,0,0,2,0,0
"40346051",2,4,0,0,2,0,0
"40346060",3,2,1,0,2,0,0
"40346081",2,1,0,0,1,1,0
"40346091",1,1,0,0,0,1,0
"40346097",2,4,0,0,1,1,0
"40346101",2,4,0,0,0,1,1
"40346114",2,4,0,0,0,0,2
"40346133",4,1,1,1,2,0,0
"40346153",3,1,0,1,2,0,0
"40346159",1,1,0,0,0,0,1
"40346183",5,4,0,3,2,0,0
"40346231",2,2,0,0,0,1,1
"40346248",3,1,1,0,2,0,0
"40346272",3,1,0,1,0,2,0
"40346279",2,1,0,0,0,0,2
"40346284",4,1,0,2,2,0,0
"40346294",3,4,0,1,2,0,0
"40346364",2,1,0,0,0,0,2
"40346386",2,4,0,0,0,0,2
"40346391",2,4,0,0,1,1,0
"40346410",2,1,0,0,0,0,2
"40346412",2,4,0,0,0,2,0
"40346438",4,1,1,1,2,0,0
"40346442",1,1,0,0,0,1,0
"40346453",1,4,0,0,0,0,1
"40346470",2,4,0,0,0,0,2
"40346484",2,2,0,0,0,0,2
"40346496",1,4,0,0,0,1,0
"40346521",2,1,0,0,0,0,2
"40346524",2,1,0,0,0,1,1
"40346548",2,4,0,0,0,1,1
"40346550",1,1,0,0,1,0,0
"40346557",3,1,0,0,0,0,3
"40346579",2,4,0,0,0,1,1
"40346580",2,1,0,0,2,0,0
"40346581",1,2,0,0,0,0,1
"40346606",2,4,0,0,2,0,0
"40346652",2,4,0,0,0,2,0
"40346673",2,1,0,0,0,2,0
"40346674",3,1,0,1,2,0,0
"40346689",2,1,0,0,0,0,2
"40346690",2,1,0,0,0,2,0
"40346695",3,1,0,0,0,0,3
"40346710",2,1,0,0,0,0,2
"40346721",1,4,0,0,0,1,0
"40346722",1,1,0,0,0,0,1
"40346728",1,1,0,0,0,1,0
"40346733",2,4,0,0,0,1,1
"40346735",2,1,0,0,0,2,0
"40346746",3,1,0,0,3,0,0
"40346757",5,1,3,0,2,0,0
"40346804",1,1,0,0,0,1,0
"40346805",2,4,0,0,0,0,2
"40346813",1,4,0,0,0,0,1
"40346818",1,1,0,0,0,1,0
"40346824",2,1,0,0,0,2,0
"40346832",2,1,0,0,2,0,0
"40346884",1,2,0,0,1,0,0
"40346941",2,1,0,0,0,0,2
"40346971",2,1,0,0,0,0,2
"40346984",1,1,0,0,1,0,0
"40347001",2,1,0,0,0,0,2
"40347010",2,1,0,0,2,0,0
"40347013",1,2,0,0,0,0,1
"40347041",1,1,0,0,0,0,1
"40347050",4,1,1,0,3,0,0
"40347079",1,1,0,0,0,0,1
"40347106",1,1,0,0,1,0,0
"40347114",1,4,0,0,0,0,1
"40347117",2,4,0,0,0,2,0
"40347133",2,1,0,0,0,2,0
"40347144",1,2,0,0,1,0,0
"40347147",2,1,0,0,0,2,0
"40347148",5,2,0,2,3,0,0
"40347186",4,1,0,1,1,2,0
"40347213",4,1,0,2,2,0,0
"40347215",2,1,0,0,2,0,0
"40347226",3,4,0,0,1,2,0
"40347228",2,4,0,1,0,0,1
"40347229",3,2,1,0,0,2,0
"40347236",1,1,0,0,0,1,0
"40347245",6,2,1,3,2,0,0
"40347247",5,1,0,2,2,1,0
"40347252",3,1,1,0,2,0,0
"40347272",4,1,0,2,2,0,0
"40347292",2,4,0,0,0,2,0
"40347307",1,2,0,0,0,0,1
"40347327",1,2,0,0,0,1,0
"40347353",3,4,0,0,3,0,0
"40347359",1,1,0,0,1,0,0
"40347368",1,1,0,0,0,1,0
"40347385",1,4,0,0,0,1,0
"40347402",2,1,0,0,0,0,2
"40347406",2,1,0,0,0,0,2
"40347410",1,1,0,0,0,0,1
"40347422",1,1,0,0,0,1,0
"40347455",2,4,0,0,0,2,0
"40347480",3,2,0,0,1,2,0
"40347490",1,1,0,0,0,0,1
"40347494",1,1,0,0,0,0,1
"40347498",1,1,0,0,1,0,0
"40347500",1,4,0,0,0,0,1
